timestamp_us,rssi,num_subcarriers,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51
2060000,-69,52,14.9232,15.7482,16.2259,17.9819,18.2811,19.0248,20.2527,21.3003,22.0063,21.7903,22.4008,22.9272,23.4063,23.2331,22.7418,22.9487,23.1762,22.3595,21.5541,21.3101,19.6167,19.5804,18.5731,17.7167,16.7475,15.9726,15.0247,13.8266,12.6741,11.6441,11.252,10.3187,10.0452,9.1846,8.4149,8.2423,7.6554,7.1294,6.615,6.4618,6.9376,7.0295,7.3191,7.2977,8.094,8.8487,10.019,10.327,10.7499,12.3893,13.1871,13.5193
2080000,-55,52,15.0447,16.2564,16.7201,17.3525,18.9866,19.8008,20.5748,20.9738,21.5509,22.1792,22.913,22.7594,22.552,23.4401,22.6331,23.2533,22.4964,21.8359,21.6946,21.3531,20.7369,19.4551,18.6276,18.1212,17.2736,16.2493,14.378,14.0886,12.9056,12.237,11.3485,10.4706,9.9164,9.0069,8.0087,8.2588,7.3007,6.9557,7.5934,6.8802,7.1117,7.2211,7.375,8.147,8.3607,8.711,9.7992,10.8799,10.5779,12.0601,13.3405,13.7648
2100000,-65,52,15.0732,15.9269,17.1897,18.1763,18.0577,19.6652,20.7522,21.1205,21.7097,22.2185,22.7247,22.8469,23.0314,22.6813,23.1334,23.1199,22.5389,21.9541,21.0464,20.9977,20.4046,20.0773,18.2276,18.0819,17.3636,15.9138,14.6318,14.7669,12.9406,12.0882,11.5574,9.9996,9.7309,8.6112,8.3382,8.0471,7.7161,7.4734,6.9322,6.6406,6.4245,7.4896,7.6531,7.9512,8.6534,8.6738,9.7042,10.403,11.2485,12.1659,13.1411,14.1528
2120000,-63,52,14.5292,16.2379,16.9796,17.3808,18.8344,19.9571,19.999,20.9434,21.9651,21.9274,22.6639,22.8118,22.2066,23.0005,22.5762,22.3919,22.4636,22.1071,21.5974,21.1375,20.1728,19.5191,18.3895,18.2241,16.71,15.9122,15.0561,13.599,13.0529,12.3573,11.4139,10.0188,10.0287,8.9452,8.6157,8.3161,7.9358,7.348,6.9883,7.3127,6.7842,7.7007,7.5246,7.8272,8.3751,8.3306,9.9314,10.9258,11.1339,12.1771,13.4646,13.7419
2140000,-62,52,14.5655,16.2065,17.0887,17.7075,18.8839,19.6822,20.33,21.2965,21.7794,22.6848,22.8363,22.9449,23.2441,23.1075,23.0285,23.1696,22.6068,22.3446,21.3937,21.0398,20.155,19.7291,18.6784,17.9026,16.6934,15.8625,15.2572,14.2516,12.6439,12.4124,11.3295,10.7019,9.99,9.4567,9.0394,7.7257,7.1842,7.0531,7.0976,7.3065,6.4666,7.151,7.591,8.2486,8.3662,9.0238,9.1471,10.7213,11.2866,12.4833,13.204,14.7126
2160000,-68,52,15.5495,15.6335,16.8361,17.8814,19.2049,19.5178,19.9891,20.9797,21.1535,22.4204,22.4353,22.6389,22.8168,23.0037,22.9506,22.3065,22.3049,22.2001,21.4442,21.1604,20.3587,19.5442,18.631,17.6812,16.5373,16.063,14.2896,13.6236,12.9258,12.2002,11.2265,10.2719,9.9863,8.7077,8.4117,7.9013,7.3138,7.0203,6.9241,6.6562,6.9136,7.7127,7.3874,7.5251,8.2341,8.9189,9.5284,10.0726,10.9253,12.7608,12.4299,13.9748
2180000,-61,52,15.1109,15.8701,16.6377,18.1485,18.5941,19.6838,20.2008,20.9477,21.5326,21.8872,22.7001,22.7415,23.2005,23.224,23.3084,22.6201,22.6792,22.0313,21.5772,20.7738,20.1626,19.7336,18.6152,17.618,17.169,16.0713,14.6344,14.0674,13.4239,12.492,11.1211,10.1223,9.5854,9.4151,8.6392,7.2282,7.7775,6.5671,7.6381,7.2536,6.94,7.2646,7.7182,7.7683,8.5552,8.9731,9.6198,10.913,10.6706,12.1773,12.6676,13.9811
2200000,-63,52,14.6067,16.1918,17.2237,17.6954,18.2875,19.7806,20.4974,21.0142,22.1186,22.1582,22.665,22.4548,22.739,23.3384,22.6473,22.3299,22.0376,22.1223,21.2123,20.9168,19.9301,19.6458,18.9238,17.6837,16.9671,15.7556,14.8285,14.214,13.1815,12.0229,11.1214,11.1885,9.5645,8.8914,8.2305,7.8745,7.7327,7.6524,7.4992,6.6992,7.1375,7.3594,7.9118,7.901,8.1476,9.1165,9.8257,10.9071,10.8627,11.4482,13.2812,14.298
2220000,-67,52,14.8507,15.9323,17.5999,17.9451,18.8024,18.8204,20.4621,20.9115,21.9543,22.0133,22.0475,22.7474,22.7615,23.6123,23.4351,22.6721,22.9246,22.0671,21.7324,20.5269,20.5459,19.4165,18.9785,18.059,17.3519,16.0768,15.0499,14.0808,12.9289,12.0207,11.1156,10.6637,9.5412,8.8877,7.9003,7.8299,7.5411,7.0356,7.5634,7.2927,6.7246,6.556,7.8169,7.8709,8.009,9.0363,9.5934,10.4481,11.1314,11.9015,13.0182,13.726
2240000,-60,52,14.8287,16.1403,16.423,18.5014,18.8082,19.4533,20.2599,20.6661,22.1246,22.0585,22.3496,23.2946,23.2513,22.9417,23.0725,22.6679,22.3715,22.0174,21.6731,21.3166,20.8982,18.8927,19.4145,18.1441,16.9195,15.8353,14.4396,14.394,12.7571,12.3587,11.1578,9.9678,9.8205,9.1578,8.1354,8.1742,8.0615,7.3797,7.1877,6.7799,6.7465,7.1106,7.5406,7.9199,8.3565,9.7594,9.8664,10.1626,10.922,11.6416,12.7826,14.2093
2260000,-65,52,15.5022,16.055,16.1184,17.8716,18.4866,19.379,19.9863,21.0274,21.5612,22.5397,23.0269,22.6783,22.6009,23.3486,23.1728,22.7931,22.3332,22.0009,21.1364,21.0999,20.2432,19.6217,18.4434,18.1636,17.0056,15.9379,14.8892,14.4493,13.2599,12.2546,10.9283,10.0878,9.5474,8.9064,8.3009,8.1512,7.8223,6.7874,6.9959,7.46,6.8174,7.5145,7.4203,8.0505,8.5752,9.1968,9.7507,10.1514,11.4395,12.0778,13.1566,14.3834
2280000,-66,52,15.1073,15.5959,16.6404,17.1489,18.9867,19.1545,20.1453,20.4718,21.0041,22.4151,22.5985,22.8739,23.2176,23.0303,22.8823,22.6145,21.6498,22.4007,20.7974,20.873,20.4251,19.7703,18.7125,17.6862,17.2334,16.2984,14.9024,13.7978,13.2965,12.9816,10.8289,10.6872,9.7397,9.0497,8.099,7.9478,7.5455,7.3056,6.8423,6.6606,6.4145,7.3591,7.7647,7.9846,8.551,9.0206,9.9851,10.7412,11.1114,12.0583,13.0505,13.9715
2300000,-68,52,15.4054,15.3746,17.1777,17.7491,18.9062,19.8437,20.275,20.7669,21.4599,22.0251,22.4357,22.7438,22.9819,23.1914,22.8132,23.4008,21.6933,21.8967,21.7533,21.1091,19.8346,19.5321,18.4503,18.1346,16.2134,16.2436,15.1182,14.2905,12.9339,12.3061,11.3029,10.6008,9.8484,8.997,8.5409,8.02,7.556,6.7653,6.9775,6.9697,6.9882,7.3637,7.4347,8.3137,8.1046,9.7706,9.3372,10.587,11.1334,12.734,13.1282,14.1413
2320000,-57,52,15.2663,15.8571,17.3623,17.8729,18.5761,19.2785,19.8588,20.9241,21.8041,22.2884,22.2003,21.9896,22.9076,22.3674,23.0811,23.0164,22.5432,22.274,21.754,20.7345,20.3389,19.8582,18.2074,17.8397,16.9549,15.5637,15.0213,13.4971,13.3492,12.0649,10.9149,9.8192,10.053,8.9838,8.6147,8.1804,7.7701,7.474,7.1445,7.7116,7.5407,7.3236,7.6902,7.608,8.6019,9.0434,9.4836,10.2924,11.1458,12.5595,13.1137,13.5953
2340000,-56,52,15.0586,15.4353,17.046,18.2588,18.4845,19.5588,19.9751,21.4827,20.8746,21.8697,22.7922,22.8303,23.1956,22.8497,22.8266,23.0354,22.4051,22.1031,21.0259,20.7806,20.1514,19.9881,18.5568,17.8455,16.8404,15.6255,15.3477,14.3211,12.8412,11.7778,10.9757,10.306,9.9125,8.7292,8.1441,8.1374,7.9285,7.1568,6.5602,7.6611,7.0276,7.2972,8.0684,8.0762,8.1287,9.4135,10.3181,10.5618,11.2086,12.2772,12.9267,14.2689
2360000,-61,52,15.2105,16.0423,16.9396,18.0951,19.112,19.7775,20.4055,20.8796,21.764,22.4103,22.9074,22.8698,22.6229,23.1689,22.8881,22.7965,22.4177,22.0957,21.4256,21.3445,20.2452,19.6667,18.2593,17.8704,17.0107,16.3024,15.1676,13.6234,13.2121,12.3824,11.4799,10.417,9.1604,8.4021,8.9366,8.1829,7.5726,7.462,6.9436,7.3745,7.1996,6.837,7.9804,7.7917,8.062,8.8224,9.6383,10.8392,10.9716,12.1017,13.0167,14.1338
2380000,-63,52,14.7468,15.9569,16.7799,17.6142,18.5218,19.6615,19.8594,20.9449,20.9924,21.9014,22.2291,22.5074,23.0787,23.3251,22.6445,22.2939,22.6994,21.9938,21.2305,20.5721,20.6983,19.0225,19.1608,17.6439,17.1013,16.0381,14.7837,14.0877,13.074,11.6523,11.4541,10.1995,10.1164,8.5038,8.0295,7.4837,7.4937,7.4779,7.3019,7.3869,7.0776,7.4531,7.5617,7.9739,8.4915,8.7644,8.7749,10.5402,10.707,12.4699,13.1566,14.2643
2400000,-72,52,14.9715,16.5048,16.8132,17.6801,19.1819,18.9265,20.2451,20.9934,21.6637,21.9867,21.996,22.4083,23.1904,22.8206,22.6545,23.0998,23.086,22.4698,21.5573,20.8251,20.6776,19.8605,19.0504,17.6878,17.2638,15.3192,15.2077,13.9404,13.251,12.0164,11.6733,10.8334,9.5051,9.3611,8.0322,8.2341,7.5476,7.5458,7.1731,7.1466,7.3754,7.1718,7.509,8.3165,8.1259,9.0295,9.9433,10.3726,10.8788,12.3726,13.6862,13.8947
2420000,-68,52,14.6899,16.3251,16.9414,17.781,19.1183,19.4598,20.5453,20.6171,22.0121,21.9167,22.5337,22.552,22.6976,22.9161,23.2169,22.6941,22.5385,21.9421,21.981,20.5486,19.802,19.9688,18.0694,18.3531,16.91,16.0947,15.097,13.8384,13.2408,12.7744,11.6482,10.2418,10.067,8.6603,8.3506,7.9601,7.893,6.8169,7.3735,6.8763,6.5668,7.5317,7.395,7.3153,8.6552,8.506,9.5816,10.1175,11.039,12.4899,13.276,13.5833
2440000,-58,52,14.8285,15.4858,16.7939,17.6885,18.3152,19.694,20.5054,20.992,21.4495,22.4529,22.6545,22.9134,22.8254,22.5009,22.8479,22.6399,22.224,21.9119,21.8891,20.8659,20.4175,19.4299,18.9038,18.1935,16.8002,16.18,15.2478,14.181,12.8564,12.3443,11.48,10.1194,9.7591,9.0203,8.0309,7.7679,7.5371,7.3608,6.8311,7.0547,7.1156,7.1556,7.2202,7.6419,8.8631,9.621,9.8818,10.7959,11.6473,12.1956,13.1862,13.3544
2460000,-57,52,15.3488,16.2858,17.1324,18.3927,18.7673,19.3023,20.1466,20.9939,21.8355,21.7648,22.7247,22.7602,22.8037,22.7198,22.8002,22.8591,22.4217,22.31,21.1004,20.5472,19.9939,19.8773,18.6761,17.8481,17.0921,16.1612,14.8398,13.6075,12.9779,11.7046,11.2621,10.2255,9.7813,9.0707,8.3069,8.1068,8.3709,6.679,7.7863,6.7082,6.652,6.9441,7.74,7.9811,8.2301,8.838,9.4671,10.6329,11.6587,12.0866,12.8817,13.9229
2480000,-56,52,14.7272,15.9766,16.7871,17.8627,18.6388,19.2349,20.288,21.2476,21.9335,22.0362,22.7204,22.727,22.738,23.2444,23.1338,22.6331,22.809,21.4818,21.2647,20.9539,20.5546,19.9664,17.9844,17.8771,16.2766,15.7316,14.7889,13.7912,13.1231,12.2564,11.4201,10.7643,9.869,9.3001,8.8914,8.3408,7.1962,7.2428,7.4423,6.973,6.9169,7.2709,7.4878,7.7496,8.2975,9.176,9.5739,11.0119,11.282,11.6053,12.6774,13.8644
2500000,-66,52,14.3071,15.563,16.5295,17.7733,18.614,19.6047,20.3566,20.5401,21.6362,22.0389,22.2905,22.3558,22.6263,23.2473,23.4864,22.5951,22.5502,22.1851,21.7977,20.6031,19.5883,19.7574,18.6909,17.8188,17.345,15.8815,15.2534,13.955,13.029,11.678,11.6577,10.3525,9.7178,9.1039,8.2519,7.7083,7.6278,7.2718,7.339,6.9125,6.9072,7.344,8.1064,7.7854,8.9132,9.3238,9.9664,10.901,11.173,12.6525,12.9992,13.9104
2520000,-57,52,15.1545,15.4998,17.4866,17.5302,18.4926,19.3732,20.5413,21.1511,21.6848,22.3934,22.2992,22.9209,22.8363,22.9231,22.6875,22.902,22.645,22.4737,21.8842,21.1866,20.7493,19.4692,18.4332,17.4572,17.2475,15.8093,14.9244,13.9354,12.966,12.1873,11.3629,10.2151,10.1483,8.9667,8.3455,8.1319,7.1703,7.4031,6.4226,6.789,6.7009,7.2023,7.2334,8.0906,8.3143,8.4722,9.4501,10.7694,11.2886,12.1092,13.0656,13.7018
2540000,-67,52,15.0503,15.8881,16.5095,18.0721,18.5295,19.9876,20.3201,20.6604,21.6813,21.8274,22.9561,22.4985,22.971,23.1175,23.1727,22.7416,22.332,21.8,21.8827,21.0219,20.7416,19.5811,18.4216,17.9126,16.6431,15.5498,14.9616,13.7838,13.246,11.7799,11.0015,9.7376,9.4492,8.5287,8.5539,8.0009,7.7205,7.7467,6.9939,6.8173,7.3971,7.2901,7.6565,8.0929,8.7404,8.5155,9.5714,10.4249,11.3032,11.9946,12.9538,14.1061
2560000,-68,52,14.9771,15.6394,16.8551,17.8424,18.5053,19.6143,20.1481,21.5301,21.3736,22.2537,22.9451,23.1174,22.6588,23.1292,22.5474,22.7782,22.3476,20.9743,21.8788,21.0579,19.8249,19.5041,19.3157,17.5793,17.0613,15.8032,15.0546,14.0576,12.7477,11.9873,11.2337,10.8865,9.8098,8.9159,8.1059,7.615,7.2155,7.3349,7.3136,7.4099,6.7422,7.2943,7.121,7.8972,8.1471,8.3905,9.9828,10.077,10.6727,12.2855,13.0351,13.7415
2580000,-59,52,15.2237,15.5754,16.8628,17.3045,18.8958,18.9938,20.1287,20.8187,21.5818,21.6387,22.618,22.9126,22.8327,22.9147,22.1158,23.2491,22.4121,22.2777,21.6388,21.0048,20.5116,19.3527,19.0235,18.3094,16.9748,15.9172,15.2933,14.1597,12.973,12.0607,11.3198,10.6841,9.5439,9.2489,9.0049,8.0941,7.501,7.4032,6.9257,6.6641,6.8307,6.8216,7.8082,7.7731,7.861,9.1652,9.8039,10.5466,10.8799,11.8279,13.6141,13.8543
2600000,-71,52,14.8188,15.956,17.0645,17.9743,18.4052,19.9145,20.1729,20.4973,20.9773,22.0898,22.6415,23.0028,23.0064,22.8606,23.1778,23.5247,22.4843,22.0494,21.7565,20.6953,20.2629,19.7235,18.67,18.3099,16.5507,16.1795,15.0143,14.5374,12.5668,12.0654,11.4877,10.6976,10.2529,8.6961,8.7612,7.8086,7.2225,6.5771,6.577,7.1816,6.9852,6.8778,7.7669,8.0318,7.9954,9.311,9.4205,10.5762,11.9424,12.3199,13.3141,14.3544
2620000,-56,52,15.3082,15.9108,17.2656,17.5304,19.0539,19.2022,20.1976,21.2419,21.8835,21.5135,22.3501,22.6594,22.5867,23.2447,23.261,22.495,22.2413,21.8645,21.2749,21.4411,19.997,19.1275,18.8101,17.7512,16.6245,15.8948,14.88,13.4299,12.7143,12.1152,11.3634,10.8054,9.5906,9.2651,8.3731,7.8672,7.8084,6.9948,7.0274,7.566,6.9538,7.5291,7.0333,7.9002,8.5428,8.8167,9.5409,10.4482,11.3117,11.4493,12.7145,14.1595
2640000,-72,52,14.1807,16.2127,17.2218,16.9899,18.135,19.2897,20.0477,20.7217,21.354,21.9262,22.3669,23.281,22.8435,22.5627,22.861,22.4133,22.4841,22.351,21.0988,20.7119,20.2173,19.6488,18.5833,17.2898,17.0081,16.0172,15.2608,13.8158,12.8138,12.2587,10.888,10.3899,9.3965,8.9762,8.3858,8.2677,7.2335,7.382,7.3741,6.8539,7.6095,7.139,7.6163,8.0396,8.378,8.8587,9.5263,9.8813,11.4352,12.3033,12.5954,14.1185
2660000,-55,52,14.4965,16.505,16.6676,17.6536,19.0011,19.8135,20.4725,21.0314,20.9472,22.7492,22.3665,23.0944,22.9842,22.8394,22.8616,22.717,22.9754,21.6957,21.7029,21.53,20.1521,19.5553,18.3655,18.3305,16.5744,16.1581,14.41,13.777,13.1521,11.8291,11.2056,10.0534,9.7217,8.6573,8.098,7.9961,6.9485,7.4218,6.8134,7.4791,6.9007,6.9679,7.5523,8.2156,7.6854,8.8194,10.0723,10.1435,10.9163,11.6858,12.9817,13.6589
2680000,-63,52,14.857,15.9066,16.7319,17.7654,18.4288,19.2775,20.6736,21.1152,21.7106,22.4002,22.6012,22.6759,23.1155,22.9263,23.4653,22.8303,22.494,22.5526,21.8313,20.7772,20.4485,19.1605,18.6435,17.8895,16.9566,15.9147,14.7134,14.1554,13.2521,11.9608,11.2755,10.6034,9.8427,9.1183,8.5585,8.0976,7.737,7.3696,6.9058,7.1005,6.8581,7.0571,7.6225,7.934,8.2132,9.1799,9.4683,10.5938,10.8831,12.5597,13.2318,14.1748
2700000,-65,52,14.4992,15.9864,16.8032,17.9349,19.0292,19.6692,20.017,21.1784,21.4009,22.2038,22.6595,22.6117,23.3797,22.8977,22.9505,23.149,22.5362,21.8342,21.4792,21.0575,20.1719,19.3921,19.0019,17.7788,17.4359,15.916,14.6937,13.9621,13.3648,11.9895,11.6176,10.4576,9.8136,8.7942,8.4259,7.9146,7.8345,7.0928,6.5896,6.669,6.8546,7.4234,7.2515,7.6225,8.3248,9.006,9.6688,10.0703,11.1881,12.449,13.2033,14.1506
2720000,-55,52,15.6157,15.9597,17.0011,18.1818,18.9178,18.9549,20.7062,20.8448,22.0506,22.0236,22.4164,23.205,22.8519,23.1858,23.2005,22.6993,22.618,22.001,21.9468,20.7952,20.3466,19.5456,18.8944,18.1758,16.7998,15.6361,14.9035,14.1127,13.3967,11.8586,10.6671,10.3031,9.8263,8.7139,8.9891,8.4781,7.2297,7.5176,6.624,7.3745,7.3848,6.4353,7.7243,8.1201,8.4306,9.0505,9.6732,9.9503,11.0829,11.7358,13.2839,14.5511
2740000,-63,52,15.0761,15.7663,17.693,17.7391,19.0581,19.6246,20.1884,20.5956,22.4475,22.1224,22.3863,22.6563,22.8812,23.3482,23.036,22.9404,22.4487,21.6367,21.4351,20.8757,19.8826,19.2833,19.2042,18.3383,17.2954,15.4763,14.9682,13.7976,13.1228,12.1101,11.7256,10.3704,9.354,8.7133,8.4301,7.9038,7.1175,7.4308,6.7126,6.5239,6.8021,7.7513,7.3925,8.0008,8.0675,8.9717,9.6061,10.4458,11.2655,12.0716,13.4078,13.8542
2760000,-62,52,15.1973,15.9707,17.2548,18.029,19.2022,19.6224,20.617,20.9449,21.787,22.1862,22.6126,22.9899,22.8466,22.9037,22.4009,22.836,22.1284,21.8525,21.4688,21.1846,20.4775,19.6833,18.6636,17.9213,16.6471,16.4258,15.4865,13.8555,12.7128,11.8151,11.0038,10.1759,9.7862,9.0663,8.6705,7.9704,7.5832,7.1425,7.5264,7.4833,6.8209,7.3232,7.4422,7.8375,8.2473,8.667,9.6131,10.7379,11.6951,12.4469,13.1285,14.4393
2780000,-72,52,14.6791,16.061,16.5389,18.0191,19.0678,19.8032,20.274,20.9266,21.1868,22.0405,22.5169,22.7971,22.8497,22.6085,23.2926,22.2204,22.7315,22.3382,21.3725,21.2592,20.1654,19.412,18.7762,17.9054,17.1909,16.2501,14.5658,13.9998,12.8367,12.4727,11.1195,10.4125,9.2945,9.0896,8.2132,8.6855,7.0833,7.1838,7.1941,7.1742,7.2201,6.8841,7.7792,8.009,8.8406,8.9488,9.7291,10.5632,11.409,12.4796,12.9651,13.7212
2800000,-62,52,15.2318,15.6536,16.7847,18.0542,18.6508,19.6688,20.7743,20.5252,20.9099,22.1009,22.1834,22.4145,22.7385,23.0434,22.4323,22.8295,22.6952,21.5836,21.3681,21.2014,20.321,19.5136,18.9996,17.8544,16.758,15.9083,14.6056,14.1907,13.3273,12.0154,11.4797,10.4246,9.6502,9.218,8.4021,8.1015,7.6495,7.0481,7.1205,7.1761,7.0481,7.3707,7.5997,7.7742,8.065,8.4961,9.5863,10.6306,11.0049,12.2415,12.9576,14.1679
2820000,-56,52,16.0347,15.8144,17.3678,17.42,18.8714,19.6114,20.7795,20.7431,21.6886,22.3567,22.1945,23.0559,23.164,22.9676,23.3394,22.8863,22.6188,22.4283,21.6497,20.729,20.8099,19.7201,19.1265,17.417,17.5272,15.841,15.0313,14.1553,12.6502,12.2443,11.6105,10.5972,9.6986,8.5801,8.0642,7.8961,7.2621,7.2913,6.734,7.329,6.9833,6.89,7.485,8.218,8.7657,8.8231,9.9007,10.5036,11.4564,12.7356,12.882,14.1917
2840000,-60,52,14.367,15.6598,16.6478,18.1066,18.8013,19.6385,20.0425,21.0835,21.2938,21.9147,22.2512,22.5495,22.6404,23.0623,23.0296,22.5208,22.3406,22.2108,21.6278,21.4178,20.2262,19.6408,18.9155,17.5363,16.5882,15.5509,15.1223,13.9749,13.161,12.1995,11.3432,10.6444,9.5734,9.2357,8.5983,7.4993,7.448,7.6961,8.135,6.9864,7.0657,6.7402,7.5533,7.8958,8.2456,9.5428,9.7581,10.157,10.9544,12.3837,12.8954,13.7549
2860000,-56,52,15.7363,15.9146,17.0576,17.6755,18.6834,19.3415,20.3457,21.385,21.2647,21.9741,22.5879,22.5158,23.4394,23.298,22.2964,23.0772,22.1999,22.2431,21.6286,20.9289,20.6971,20.0122,18.5498,18.2981,16.4746,15.9648,14.8689,14.2054,12.6377,12.3888,11.3192,9.9975,9.5726,9.3916,8.3462,7.8847,8.0493,7.8654,7.4469,6.986,7.2602,6.5997,7.2528,7.7826,7.879,9.508,9.9681,10.571,11.0177,12.2054,13.5015,13.9343
2880000,-63,52,15.1173,16.0422,16.8421,17.8118,18.5879,19.2223,20.3491,21.0931,21.8224,22.0272,22.527,23.2054,23.0351,23.0439,22.7587,22.7461,22.6764,21.8455,21.664,21.1093,19.9717,19.4668,19.3965,18.1498,17.0197,15.846,15.0877,14.3426,13.0001,11.8336,10.7178,10.025,9.3928,8.8267,8.3203,7.6954,7.6862,7.2402,7.337,7.1185,7.188,6.8897,8.0413,7.5868,8.0353,9.1092,9.6753,10.209,11.5251,11.938,12.9402,13.5855
2900000,-63,52,14.5671,16.3175,17.0969,17.5853,18.8959,19.9205,20.0359,21.1105,21.3327,21.6928,22.8636,23.03,23.5429,23.1692,23.2812,23.2874,22.0479,21.9792,22.0251,21.1848,20.8414,19.1662,18.2865,18.1057,17.1228,16.1629,15.0121,13.6804,13.1423,11.8602,11.3865,10.6314,9.7621,9.0312,8.1267,7.5715,7.2524,7.2977,6.8992,7.1166,7.2798,7.286,7.4786,7.7592,8.2552,8.7179,9.5741,10.4854,11.0206,11.7674,12.7726,14.1648
2920000,-64,52,15.0998,15.8103,17.0517,17.8525,18.6162,19.9014,20.2117,21.0644,21.6224,21.634,22.6411,22.9997,22.9582,23.0777,22.8467,22.5809,22.2926,21.5444,21.7457,20.5903,20.171,18.9191,18.5187,18.0003,16.942,15.9737,15.0719,13.5286,13.3476,12.0374,11.2917,10.5865,8.8986,9.4389,8.3141,8.0837,7.4166,7.0476,7.454,6.6389,7.1464,7.0733,7.6747,8.186,8.6244,9.1791,9.5151,10.3816,11.382,12.5244,13.2266,13.9787
2940000,-66,52,15.2086,16.128,17.3497,17.878,18.9247,19.5601,20.3871,21.4198,21.5093,22.4965,23.081,22.9378,22.5071,23.2716,22.0264,22.77,22.3563,21.5673,21.9276,20.8053,20.3033,19.6784,18.527,18.215,16.3929,16.4038,15.0215,13.8769,13.3152,12.6164,10.9656,9.6894,9.6388,8.9149,9.0736,7.9896,7.1793,7.3457,7.0401,6.6455,7.0445,7.1854,8.0214,7.9836,8.5729,9.1668,9.4931,10.5528,11.4255,12.2412,12.8839,14.0373
2960000,-60,52,15.0236,16.0443,17.2736,17.6494,19.1815,19.3804,20.19,21.2013,21.2695,21.6856,21.6605,22.6594,22.7937,22.8016,23.5165,22.8537,22.3709,22.2786,20.9504,20.8284,20.1896,19.3494,18.5343,17.3951,16.6857,15.7796,14.8589,14.3276,13.6909,12.1862,11.4597,10.539,9.5849,8.888,8.4535,8.0426,7.0471,6.9214,7.2587,6.9085,7.4834,7.4598,7.3391,8.3608,8.4221,9.1987,9.6966,10.7014,10.8783,12.2993,13.0139,14.5538
2980000,-70,52,15.2699,15.8785,16.6712,18.072,18.354,19.7366,20.1454,21.059,21.9135,21.9851,22.5039,22.4516,23.5074,23.3262,22.8261,23.1215,22.3038,22.0228,21.3965,21.163,20.2251,19.9217,18.4496,17.8693,16.8712,15.7711,15.0237,14.0219,13.399,11.7921,11.0672,10.6725,9.4355,9.1636,8.4016,7.6214,7.2043,8.0628,7.6208,7.27,7.2128,7.2252,7.6825,7.8425,8.4773,8.2616,9.7617,9.9593,11.0085,12.547,12.8953,13.8201
3000000,-71,52,9.6697,8.5392,16.6465,14.8688,25.8725,21.1206,16.2179,16.5833,19.7173,16.6351,22.1664,27.1667,21.6556,20.2188,15.0518,16.8708,22.8229,21.5547,22.3396,15.2859,23.7958,17.5354,11.3454,13.4039,14.3443,15.6636,8.3381,17.5392,13.0243,15.556,17.0252,9.2731,7.1522,11.3173,1.4661,12.2291,7.2783,5.5237,2.5165,1.7706,5.8176,9.0732,7.4463,0,5.6647,11.0651,17.0352,9.8558,12.8042,12.1783,11.4703,9.4302
3020000,-63,52,14.7398,13.5313,12.5105,22.2602,19.5312,21.9458,24.4559,19.5955,22.5926,19.727,24.8487,23.6878,23.1201,19.9056,26.2936,20.4046,18.5677,18.0799,23.2162,19.2136,19.2621,23.2985,18.1051,21.4459,12.9987,13.627,14.1403,12.4044,19.2778,14.6626,16.5632,10.6954,11.495,8.8716,7.9379,7.8488,0,0.1322,7.7202,0,3.4828,7.8396,4.0416,9.5677,20.3597,0,13.5756,1.7662,9.2982,8.8046,16.5981,15.3565
3040000,-62,52,15.1089,15.6693,19.7004,14.8903,23.3734,11.7196,22.3268,21.3172,11.9393,20.2043,22.5075,19.7438,17.1276,24.8119,26.2321,19.2571,22.3108,21.816,15.412,13.7088,17.8208,24.6409,26.12,10.2876,16.3785,9.9669,15.4749,18.6162,12.6036,5.0697,5.8006,18.1689,13.9394,7.3769,5.0381,2.7142,10.7033,9.5594,2.1251,3.0643,12.6504,1.2669,8.9003,1.7155,13.0186,9.9423,16.1509,14.3888,23.0907,11.8889,4.7523,15.7995
3060000,-69,52,10.0418,16.5221,17.0166,20.28,24.5466,17.4133,30.2916,28.7818,30.6294,23.7634,20.6611,26.2559,21.733,29.2594,17.982,14.268,19.648,16.8855,26.5968,18.3434,13.1869,19.9045,17.3024,20.3074,8.8518,11.7939,18.3692,15.4853,18.6562,8.6361,10.3717,4.7,11.9719,0,5.7257,9.0414,7.3304,10.5442,9.8489,9.3497,4.897,5.8186,12.3945,6.0571,10.8312,11.5015,4.9244,14.9244,9.2908,17.12,14.5483,17.7209
3080000,-59,52,13.3846,19.4174,13.8468,11.3912,13.3326,18.8728,21.0037,24.9389,17.2674,21.0246,28.3606,30.3193,25.3947,18.981,17.724,24.2556,26.082,26.78,23.5579,15.0764,17.5091,17.5431,20.7675,17.7122,23.1767,15.8403,7.5561,15.0578,6.8458,12.3582,3.2263,18.3403,5.9508,15.5148,10.0077,14.2157,9.8213,1.4641,14.6367,9.5982,9.0533,11.4051,0,15.1692,4.2212,2.4701,14.7275,10.1726,8.1391,17.2987,19.8083,13.6261
